label,score,asset_class,criticality_weight
0,0.21351887877298745,enterprise,1
0,0.06560174831354548,enterprise,1
0,0.2625496315387103,enterprise,1
0,0.2834621188030335,enterprise,1
0,0.0,enterprise,1
0,0.03676025424514501,enterprise,1
0,0.1940624443484014,enterprise,1
0,0.14521331484220595,enterprise,1
0,0.17815187267452823,enterprise,1
0,0.08616516796690618,enterprise,1
0,0.2767337772349111,enterprise,1
0,0.2655571128971843,enterprise,1
0,0.18726337673173377,enterprise,1
0,0.30399653276648364,enterprise,1
0,0.23142602764772502,enterprise,1
0,0.08547782908284379,enterprise,1
0,0.22056258624907488,enterprise,1
0,0.07452291390881012,enterprise,1
0,0.27662953314379995,enterprise,1
0,0.17450814979151216,enterprise,1
0,0.15966514001002133,enterprise,1
0,0.10509775011556644,enterprise,1
0,0.3144795472541433,enterprise,1
0,0.16300175697243174,enterprise,1
0,0.13288393956205818,enterprise,1
0,0.14126530944629473,enterprise,1
0,0.23855401041086835,enterprise,1
0,0.2201988470800486,enterprise,1
0,0.22540058727555873,enterprise,1
0,0.2273903103308671,enterprise,1
0,0.4155812360957507,enterprise,1
0,0.1352943481976923,enterprise,1
0,0.12365329980213088,enterprise,1
0,0.09048499989273344,enterprise,1
0,0.2477577364833045,enterprise,1
0,0.3041869521992981,enterprise,1
0,0.16746577965796375,enterprise,1
0,0.08758278753412191,enterprise,1
0,0.08930706627396365,enterprise,1
0,0.25156520666071713,enterprise,1
0,0.2617579588323786,enterprise,1
0,0.23974696951357144,enterprise,1
0,0.10679393219824362,enterprise,1
0,0.20553774553733917,enterprise,1
0,0.19283543900548009,enterprise,1
0,0.2040557456401914,enterprise,1
0,0.27585716557430084,enterprise,1
0,0.20459551036521503,enterprise,1
0,0.2546804919379084,enterprise,1
0,0.18743369764377804,enterprise,1
0,0.21180313385589825,enterprise,1
0,0.24944170484223943,enterprise,1
0,0.01971285981587667,enterprise,1
0,0.14483616620069684,enterprise,1
0,0.1282590080277925,enterprise,1
0,0.10972343669323238,enterprise,1
0,0.14973435236506477,enterprise,1
0,0.34444354423578355,enterprise,1
0,0.08475857727374324,enterprise,1
0,0.2865106190050629,enterprise,1
0,0.0,enterprise,1
0,0.14316264670156476,enterprise,1
0,0.1979028371615506,enterprise,1
0,0.2444844564495206,enterprise,1
0,0.258234923777214,enterprise,1
0,0.2672681958719918,enterprise,1
0,0.14164024205267187,enterprise,1
0,0.12914130280689762,enterprise,1
0,0.2743773469382869,enterprise,1
0,0.15895652426302237,enterprise,1
0,0.03967450443282858,enterprise,1
0,0.055338406459617115,enterprise,1
0,0.07886024853982275,enterprise,1
0,0.23468768184591404,enterprise,1
0,0.19566683096776216,enterprise,1
0,0.2559533889474545,enterprise,1
0,0.13300220890298123,enterprise,1
0,0.19743936601843856,enterprise,1
0,0.24881494333640702,enterprise,1
0,0.14597188063077376,enterprise,1
0,0.23024527613131526,enterprise,1
0,0.10718814648266835,enterprise,1
0,0.14006407687784211,enterprise,1
0,0.1380088316601838,enterprise,1
0,0.04845763898520564,enterprise,1
0,0.23356697288641398,enterprise,1
0,0.12836574257770036,enterprise,1
0,0.18137435306004562,enterprise,1
0,0.23288213247964998,enterprise,1
0,0.22911842936329385,enterprise,1
0,0.25319236198700645,enterprise,1
0,0.1691665967039634,enterprise,1
0,0.13343718567514307,enterprise,1
0,0.1712309968002961,enterprise,1
0,0.0,enterprise,1
0,0.020817628033460406,enterprise,1
0,0.034503042641015724,enterprise,1
0,0.070302848963837,enterprise,1
0,0.22397516493957803,enterprise,1
0,0.0803973039103933,enterprise,1
0,0.13840211905566713,enterprise,1
0,0.3229151127564672,enterprise,1
0,0.14081096318324315,enterprise,1
0,0.26112671253137953,enterprise,1
0,0.07730205519891352,enterprise,1
0,0.15740186863456068,enterprise,1
0,0.07549757395983606,enterprise,1
0,0.1427063616509381,enterprise,1
0,0.2724338951203135,enterprise,1
0,0.0,enterprise,1
0,0.2277866007900443,enterprise,1
0,0.20615091625655058,enterprise,1
0,0.1146435048733526,enterprise,1
0,0.020933636017269996,enterprise,1
0,0.18793424584852564,enterprise,1
0,0.12175580200298172,enterprise,1
0,0.20559438324901744,enterprise,1
0,0.1824037360075787,enterprise,1
0,0.3561956780453007,enterprise,1
0,0.15367088097796733,enterprise,1
0,0.06741527581159484,enterprise,1
0,0.19972031984519478,enterprise,1
0,0.20419963523689416,enterprise,1
0,0.32951063327644803,enterprise,1
0,0.27186223705060364,enterprise,1
0,0.21925581650644602,enterprise,1
0,0.3409633180341518,enterprise,1
0,0.04923606402448638,enterprise,1
0,0.10962733139752774,enterprise,1
0,0.07807664644539225,enterprise,1
0,0.13712092165286552,enterprise,1
0,0.028564523768806027,enterprise,1
0,0.24986660414958445,enterprise,1
0,0.15555550331913492,enterprise,1
0,0.018211307604707627,enterprise,1
0,0.06828630106717042,enterprise,1
0,0.21448652321952147,enterprise,1
0,0.2721939224683819,enterprise,1
0,0.3996403980860965,enterprise,1
0,0.5005248712608062,enterprise,1
0,0.2255850376603596,enterprise,1
0,0.07115080679649494,enterprise,1
0,0.0,enterprise,1
0,0.20944826085782192,enterprise,1
0,0.09057647951586413,enterprise,1
0,0.1343107013802346,enterprise,1
0,0.1126693521034211,enterprise,1
0,0.16451300249419762,enterprise,1
0,0.2972578253866408,enterprise,1
0,0.1972753424189879,enterprise,1
0,0.16255016792574428,enterprise,1
0,0.06607808718916071,enterprise,1
0,0.0,enterprise,1
0,0.1265061300019336,enterprise,1
0,0.17408391940998474,enterprise,1
0,0.3744722904937871,enterprise,1
0,0.19433019736201743,enterprise,1
0,0.28810134621253636,enterprise,1
0,0.12507748416069325,enterprise,1
0,0.049656185694127275,enterprise,1
0,0.07383715615443909,enterprise,1
0,0.10022513290106713,enterprise,1
0,0.4141316705678681,enterprise,1
0,0.08964746528531752,enterprise,1
0,0.2722338124109979,enterprise,1
0,0.08067801041042709,enterprise,1
0,0.28247303141616686,enterprise,1
0,0.22234460627164493,enterprise,1
0,0.16276983125761005,enterprise,1
0,0.17551612212510226,enterprise,1
0,0.10797335350276704,enterprise,1
0,0.22906794216302884,enterprise,1
0,0.1299518171625142,enterprise,1
0,0.045183365985602686,enterprise,1
0,0.039426866824841866,enterprise,1
0,0.19898467094943315,enterprise,1
0,0.35370003820514784,enterprise,1
0,0.1975990774930782,enterprise,1
0,0.16694978412791292,enterprise,1
0,0.2114408753562797,enterprise,1
0,0.3236601915877507,enterprise,1
0,0.20413207515002418,enterprise,1
0,0.1347980046082889,enterprise,1
0,0.30169175810658777,enterprise,1
0,0.22716320823077749,enterprise,1
0,0.34893315911955913,enterprise,1
0,0.20015578809440968,enterprise,1
0,0.04530840651074497,enterprise,1
0,0.02950248808297684,enterprise,1
0,0.3616020725454374,enterprise,1
0,0.3696032292861627,enterprise,1
0,0.16025288653891392,enterprise,1
0,0.13784939467504134,enterprise,1
0,0.34075887214664224,enterprise,1
0,0.05822497497521632,enterprise,1
0,0.08158002791485909,enterprise,1
0,0.2507659474157949,enterprise,1
0,0.13659343648544514,enterprise,1
0,0.17943659466079215,enterprise,1
0,0.1620212811623036,enterprise,1
0,0.2171332003678827,enterprise,1
0,0.3348230047445089,enterprise,1
0,0.189964339759192,enterprise,1
0,0.25083326726045435,enterprise,1
0,0.0,enterprise,1
0,0.17464097578768703,enterprise,1
0,0.08724467026778417,enterprise,1
0,0.0459305633534009,enterprise,1
0,0.08340323963783741,enterprise,1
0,0.14324642152291067,enterprise,1
0,0.2807492796591614,enterprise,1
0,0.03409680104864796,enterprise,1
0,0.1833694641853859,enterprise,1
0,0.12674136233330635,enterprise,1
0,0.14395595962018432,enterprise,1
0,0.29030336078350644,enterprise,1
0,0.23919269807043186,enterprise,1
0,0.3271137918187018,enterprise,1
0,0.16300437528251094,enterprise,1
0,0.10344631271622266,enterprise,1
0,0.15537553014314504,enterprise,1
0,0.20667464703983437,enterprise,1
0,0.1994230694299082,enterprise,1
0,0.060717312054329675,enterprise,1
0,0.18995387597906616,enterprise,1
0,0.20510511631527956,enterprise,1
0,0.4569221441287312,enterprise,1
0,0.3864529072409837,enterprise,1
0,0.08614323143852978,enterprise,1
0,0.14838783022959062,enterprise,1
0,0.019021379797929644,enterprise,1
0,0.11502222846401648,enterprise,1
0,0.21471655039493745,enterprise,1
0,0.31264389829770567,enterprise,1
0,0.09980077784820306,enterprise,1
0,0.10804389159254238,enterprise,1
0,0.0,enterprise,1
0,0.16210674874006015,enterprise,1
0,0.06313441469544805,enterprise,1
0,0.12176166298973187,enterprise,1
0,0.08354531440156529,enterprise,1
0,0.16963111903221872,enterprise,1
0,0.0,enterprise,1
0,0.018625023006991037,enterprise,1
0,0.4142171823231128,enterprise,1
0,0.0383835160598566,enterprise,1
0,0.059353586369989636,enterprise,1
0,0.38206048811534454,enterprise,1
0,0.4995573886164448,enterprise,1
0,0.05112767082921241,enterprise,1
0,0.13949261475331665,enterprise,1
0,0.21757111060345605,enterprise,1
0,0.37015674088461514,enterprise,1
0,0.07144572137289387,enterprise,1
0,0.1530194369463679,enterprise,1
0,0.2655071333667918,enterprise,1
0,0.22782426819132803,enterprise,1
0,0.13862283216468907,enterprise,1
0,0.16527947390323547,enterprise,1
0,0.028761461079301998,enterprise,1
0,0.1538008881627868,enterprise,1
0,0.15069737609901493,enterprise,1
0,0.20553868785888815,enterprise,1
0,0.11891400592990822,enterprise,1
0,0.2318692374799653,enterprise,1
0,0.2913987399601811,enterprise,1
0,0.19709722604353125,enterprise,1
0,0.21869320492391237,enterprise,1
0,0.1858470882335654,enterprise,1
0,0.18000928324005555,enterprise,1
0,0.10062861631028677,enterprise,1
0,0.21481436878406387,enterprise,1
0,0.16929847417451616,enterprise,1
0,0.4102485139823654,enterprise,1
0,0.3530690392722767,enterprise,1
0,0.2224431207812151,enterprise,1
0,0.09606370693357556,enterprise,1
0,0.057634738081824025,enterprise,1
0,0.31102572483977514,enterprise,1
0,0.20890241476618523,enterprise,1
0,0.23281577437307718,enterprise,1
0,0.0,enterprise,1
0,0.2820182329713999,enterprise,1
0,0.2299862372035799,enterprise,1
0,0.057852624714407413,enterprise,1
0,0.1281322711805056,enterprise,1
0,0.20900889247921714,enterprise,1
0,0.1857713478191868,enterprise,1
0,0.14786116956160894,enterprise,1
0,0.1686162905127443,enterprise,1
0,0.1522824883972426,enterprise,1
0,0.19678187633127153,enterprise,1
0,0.34186411702924724,enterprise,1
0,0.0,enterprise,1
0,0.15394647090393473,enterprise,1
0,0.19941636635096915,enterprise,1
0,0.21255933886558093,enterprise,1
0,0.13908939605465812,enterprise,1
0,0.0,enterprise,1
0,0.21607950320855207,enterprise,1
0,0.37000852355806035,enterprise,1
0,0.011275245459224842,enterprise,1
0,0.2750210815068007,enterprise,1
0,0.14386222545648167,enterprise,1
0,0.17325432195882678,enterprise,1
0,0.0641811638225656,enterprise,1
0,0.14320982104085356,enterprise,1
0,0.3230049054168854,enterprise,1
0,0.24409207661864776,enterprise,1
0,0.3705542765950939,enterprise,1
0,0.3095153077875463,enterprise,1
0,0.2282995346822534,enterprise,1
0,0.37183279787845713,enterprise,1
0,0.22828924746121285,enterprise,1
0,0.2710786994476765,enterprise,1
0,0.14737719511118208,enterprise,1
0,0.18732003974451253,enterprise,1
0,0.10328337943696954,enterprise,1
0,0.2888542328054338,enterprise,1
0,0.05038660145736479,enterprise,1
1,0.9051760547868258,enterprise,1
1,0.7494958307991745,enterprise,1
1,0.9673995349547712,enterprise,1
1,0.9001390381970016,enterprise,1
1,1.0,enterprise,1
1,0.8969239505821832,enterprise,1
1,0.5284735590954814,enterprise,1
1,0.7692874923362879,enterprise,1
1,0.5924788491848295,enterprise,1
1,0.6970752252213961,enterprise,1
1,1.0,enterprise,1
1,0.8820054097436314,enterprise,1
1,0.6681711314274006,enterprise,1
1,0.6178052213695362,enterprise,1
1,0.7852451348602018,enterprise,1
1,0.5853503760990195,enterprise,1
1,0.672617555616547,enterprise,1
1,0.829921515448199,enterprise,1
1,0.9648499257770714,enterprise,1
1,0.8774018355559103,enterprise,1
1,0.41339367862430404,enterprise,1
1,0.8286986766448416,enterprise,1
1,0.7915253717172125,enterprise,1
1,0.8462224456596309,enterprise,1
1,1.0,enterprise,1
1,0.44988187571124116,enterprise,1
1,0.6854234519694231,enterprise,1
1,0.8745450116469368,enterprise,1
1,0.5269448960873693,enterprise,1
1,1.0,enterprise,1
1,0.8389370580321054,enterprise,1
1,0.9154534377349447,enterprise,1
1,0.6886490141565129,enterprise,1
1,0.9102021903945937,enterprise,1
1,0.9509554489582461,enterprise,1
1,0.817260483221947,enterprise,1
1,0.8175041428317914,enterprise,1
1,0.8232549182850761,enterprise,1
1,0.6418647576416989,enterprise,1
1,0.7563954111615435,enterprise,1
1,0.7555963948076226,enterprise,1
1,0.8413430182965592,enterprise,1
1,0.9399718795056472,enterprise,1
1,0.6106342268834546,enterprise,1
1,0.7599985551488676,enterprise,1
1,1.0,enterprise,1
1,0.6610258833899898,enterprise,1
1,0.6484399972335488,enterprise,1
1,0.812368990692991,enterprise,1
1,0.9151016304776513,enterprise,1
0,0.20125686611167254,engineering,3
0,0.3461856649480688,engineering,3
0,0.29424733808231796,engineering,3
0,0.2926002073579068,engineering,3
0,0.2609528151456503,engineering,3
0,0.4560418410380694,engineering,3
0,0.17743221422473515,engineering,3
0,0.0,engineering,3
0,0.3764679797668855,engineering,3
0,0.1496530625947492,engineering,3
0,0.21186684887773366,engineering,3
0,0.344050575334658,engineering,3
0,0.023751450483518233,engineering,3
0,0.06231880644832466,engineering,3
0,0.023859426916926108,engineering,3
0,0.11264500809720339,engineering,3
0,0.2483600266618693,engineering,3
0,0.2576606627094048,engineering,3
0,0.2303901597261409,engineering,3
0,0.04459575277183969,engineering,3
0,0.0,engineering,3
0,0.20597889439294206,engineering,3
0,0.14810463629978307,engineering,3
0,0.2505324348888273,engineering,3
0,0.2772148988843397,engineering,3
0,0.215206557526455,engineering,3
0,0.2836146393913439,engineering,3
0,0.22521325115265753,engineering,3
0,0.2583071176161613,engineering,3
0,0.12248594108431295,engineering,3
0,0.18024274447853958,engineering,3
0,0.2216453706322653,engineering,3
0,0.29025813229591607,engineering,3
0,0.15668847105529707,engineering,3
